niche_id,niche_name,domain_name,area_name,description,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
consumer_commerce_travel__managed_resale_agent,Managed resale and decluttering concierge agent,Consumer AI,"Shopping, travel & lifestyle","Photograph a pile of stuff and an agent identifies each item, prices it against sold comps, lists it across eBay/Poshmark/Mercari/Vinted/Facebook, answers buyer",6.12,6,8,6,8,5,8,7,0.45,12,15,,"Near-frontier multimodal models got roughly 10-50x cheaper between Apr and Aug 2026, which is what makes per-item identification, comp pricing and listing profi"
video_production__production_control_layer,Model-agnostic production control layer for studios,Creative & Entertainment,Video generation & production,"The production-ops layer that agencies and studios run AI video through: multi-model routing across Runway/Veo/Kling and successors, locked character and asset ",6.12,7,7,5,7,6,8,8,0.6,25,40,,"OpenAI is discontinuing the Sora API on Sep 24, 2026 (after killing the Sora app Mar 24, 2026) and Kling repriced below its May 2026 mark — model churn at the b"
ai_native_entertainment__ai_virtual_talent_studio,AI virtual talent studio (always-on streamers),Creative & Entertainment,AI-native entertainment & IP,"An agency/studio that operates persistent AI-driven virtual personalities streaming and posting 24/7 — live chat interaction, games, co-streams with human creat",6.12,4,7,7,8,6,9,8,0.52,4.0,20,Voice crossed threshold,"Sub-100ms conversational voice shipped in 2026 (Tavus Sparrow-1 at 55ms median, GA Jan 13, 2026; OpenAI GPT-Live, Jul 8, 2026), making a live AI personality tha"
outcome_marketplaces__contingency_recovery_firm,Contingency-fee AI recovery firm,AI-Native Business Models,Outcome marketplaces & work platforms,"An AI-run recovery shop that finds and reclaims money the customer is owed — underpaid insurance claims, denied healthcare claims, freight and telecom overbilli",6.12,6,8,6,7,7,8,6,0.5,15,30,,"CAQH's 2025 Index (published Feb 2026) puts ~$20-21B of remaining US administrative savings on the table, and clients across services began demanding skin-in-th"
search_visibility__agent_traffic_analytics_cro,Agent-visitor analytics and conversion optimization,"Search, Knowledge & Research",AI-search visibility & GEO,"Frontier pick: analytics and serving layer that identifies AI-agent visitors on a website, measures what they extract and whether they cite/convert, and serves ",6.09,4,9,6,7,5,8,8,0.5,3,12,MCP standardization,"AI bot traffic hit ~2% of web visits and rising fast (Register/Tech Buzz, Feb 2026), Microsoft NLWeb and llms.txt adoption spread through 2025-26, and MCP-serve"
pricing_revops__outcome_pricing_verification,Outcome-pricing verification and rev-rec tooling,"Sales, Marketing & Support","Pricing, RevOps & monetization","Neutral verification, metering, and revenue-recognition layer for pay-per-outcome AI agents: proves a 'resolution' actually happened, prices it, and produces au",6.09,2,9,8,6,7,7,9,0.5,0.3,15,,"Outcome pricing institutionalized in one quarter: Salesforce pay-per-resolution agent (Jun 25, 2026), Oracle outcome/token pricing (Jun 2026), and Deloitte publ"
compliance_grc__agent_audit_logging,Audit-ready logging for enterprise agent fleets,"Finance, Legal & Compliance","Compliance, GRC & AI governance","A compliance system of record for AI agent actions: tamper-evident logs of every tool call, approval, and spend, mapped to EU AI Act Art. 12/26 logging and huma",6.09,2,9,6,7,7,9,8,0.5,0.5,15,EU AI Act enforcement; Long-horizon agents,"Enterprise agent fleets (Claude Cowork-class, mid-2026) collided with the EU AI Act's logging/oversight duties going live 2 Aug 2026; f1 research flags the miss"
learning_upskilling__trades_apprentice_accelerator,Apprentice-to-journeyman AI accelerator for skilled trades,"People, HR & Work",Corporate learning & upskilling,"Voice/vision job-site assistant plus structured curriculum that lets first-year electrical/HVAC/plumbing apprentices safely do more advanced work (code lookup, ",6.09,5,8,7,6,6,7,7,0.5,10,25,Voice crossed threshold; Training-data trade,"Phone-grade multimodal voice+vision became reliable in 2025-26, and trades process data became a prized scarce asset (The Information, Jul 29 2026: labelers pay"
document_ops__portal_filing_agents,Per-filing agents for government and enterprise portals,Operations & Back-office Automation,Document & email operations,"Browser agents that complete recurring portal paperwork — permits, licensing renewals, DOT/FMCSA filings, payer credentialing, supplier portals — sold per compl",6.09,6,6,6,7,5,8,7,0.55,10,20,Cheap computer use,"Agent-first browser infrastructure (Cloudflare Kitesurf Feb 2026, browser-use Browser Harness Apr 2026, Agent-Browser-Protocol Mar 2026) made reliable low-cost "
generalist_automation__agent_fleet_finops,FinOps and ops console for agent fleets,Operations & Back-office Automation,Generalist AI employees & no-code automation,"Cost management, budgeting, routing, and reliability observability for companies running fleets of AI agents/employees — the 'cloud FinOps' equivalent for the f",6.09,3,9,7,9,4,6,8,0.5,1.5,8,,"Mid-2026 evidence that agent spend is a new budget line: Every reported its AI costs jumped 230% (Aug 2026) while WSJ (Jul 29, 2026) documented one-person compa"
physical_world_os__trades_data_capture,Skilled-trades process data capture network,Robotics & Physical AI,Physical-world operations OS,"Capture rigs (bodycam/audio/telemetry) plus consent and licensing infrastructure that digitize HVAC/plumbing/electrical workflows, paying trades shops for their",6.09,2,9,8,6,7,7,9,0.4,0.5,20,Robotics foundation models; Training-data trade,"Labs' demand for physical-world manipulation data spiked in mid-2026 — The Information reported (Jul 29, 2026) data buyers paying HVAC companies $150k for workf"
real_estate_property__hoa_association_ops,HOA and condo association ops automation,Industry Verticals (Built World & Commerce),Real estate & property,"AI back office for community association managers and self-managed boards: homeowner communications, violation letters, ARC requests, AR/collections, board pack",6.09,6,6,6,8,5,7,6,0.5,12,10,,"Post-Surfside condo-safety laws (FL milestone inspections and mandatory reserve funding, phasing in 2025-26, copied by other states) force new compliance spend "
services_as_software__ai_customs_brokerage,AI-run customs brokerage for mid-market importers,AI-Native Business Models,Services-as-software firms,"A licensed US customs brokerage that files entries, classifies HTS lines, and pursues duty refunds/drawback for mid-market importers, run by agents with a licen",6.07,6,8,7,5,7,8,8,0.5,12,40,Tariffs & reshoring,"The Feb 2026 SCOTUS 6-3 ruling invalidating IEEPA tariffs created a ~$166B refund pool across 330,000+ importers with refund procedures opening April 2026, on t"
b2a_agent_economy__agent_spend_policy_engine,Spend-control policy engine for agent fleets,AI-Native Business Models,B2A & the agent economy,"A policy layer that sits between a company's AI agents and every payment/API rail: per-agent budgets, merchant and tool allowlists, human-confirm thresholds, ma",6.07,4,9,6,7,6,9,9,0.6,2.0,40,Agent payment rails; AI scientists arrived,"Google AP2 v0.2 added 'Human Not Present' autonomous payment (announced with the FIDO Alliance donation, Apr 28 2026) and Mastercard co-developed Verifiable Int"
agent_identity_payments__b2a_storefront_tooling,B2A storefronts: make APIs purchasable by agents,Agent Infrastructure,"Agent identity, auth & payments","Tooling that makes any SaaS/API sellable to agents: machine-readable offers and pricing, AP2 mandate acceptance, metered x402/MPP endpoints, agent onboarding wi",6.04,2,9,7,8,5,8,8,0.5,0.3,15,MCP standardization; Agent payment rails,"MCP went stateless (Jul 28, 2026) making servers deployable like web infra, while payments remain absent from the protocol per the Aug 22, 2026 MCP roadmap — th"
pricing_revops__agent_payment_metering,x402 merchant tooling for agent payments,"Sales, Marketing & Support","Pricing, RevOps & monetization","Monetization layer letting API/MCP developers sell to AI agents: pay-per-call storefronts, metering, rate cards, and revenue analytics on top of x402-style agen",6.04,1,9,7,8,5,8,10,0.5,0.05,8,MCP standardization; Agent payment rails,"x402 Foundation launched under the Linux Foundation with AWS/Cloudflare/Stripe/Vercel backing, and the updated MCP spec (Jul 28, 2026) enabled usage-billed stat"
defense_ai__eu_safe_procurement_copilot,EU defense bid/tender copilot for SMEs,"Defense, Space & Government",Defense & national security AI,"AI bid-and-capture platform for European industrial SMEs entering defense procurement for the first time: finds SAFE/ReArm and national tenders, drafts complian",6.04,4,9,7,7,5,7,7,0.6,2.5,20,,"SAFE's €150B joint-procurement loans were allocated late 2025 and first national spending plans landed 2026, pulling thousands of never-bid-defense SMEs toward "
construction__inspection_readiness,Inspection-readiness and code-compliance copilot for trade crews,Industry Verticals (Built World & Commerce),Construction & engineering,"A mobile copilot that checks photos of rough-in/finish work against the applicable code (NEC, IPC, IMC) and jurisdiction quirks before the inspector arrives, cu",6.04,4,7,7,7,5,9,7,0.5,2.5,15,,"Multimodal models became reliable at fine-grained photo reasoning over 2025-26, and the apprentice-heavy workforce (81k electrician openings 2024-34, O*NET) nee"
retail_hospitality__agentic_commerce_readiness,Agent-ready storefronts for retail merchants,Industry Verticals (Built World & Commerce),"Retail, restaurants & hospitality","Tooling that makes a merchant's catalog discoverable and buyable by AI shopping agents: machine-readable product feeds and schema, monitoring of how ChatGPT/Gem",6.04,4,8,6,8,4,8,8,0.45,3,15,Agent payment rails,"Agent-payment rails went live and fragmented in 2026 (Mastercard Agent Pay in 10+ markets, Visa TAP preview Apr 2026, Stripe MPP mainnet Mar 2026, per f1 refere"
ai_native_entertainment__generative_world_games,Generative-world game studio (world-model native),Creative & Entertainment,AI-native entertainment & IP,"A small studio shipping games whose core loop is only possible with world models and LLM agents — endlessly explorable generated environments, NPCs with real me",6.02,7,7,6,6,5,9,8,0.5,20.0,50,,"World models became an API in the last ~7 months — World Labs shipped a public World API on Jan 21, 2026 and Spark 2.0 web streaming Apr 14, 2026, and NVIDIA op"
devops_sre__incident_reg_reporting,Incident-to-regulator reporting pipeline,Software Creation & Developer Tools,"DevOps, SRE & incident response","Turns production incident data (PagerDuty/incident.io/observability) into mandatory regulatory filings — EU CRA 24-hour ENISA reports, DORA ICT-incident reports",5.99,3,10,7,6,6,6,9,0.5,1.5,20,Tariffs & reshoring,"EU Cyber Resilience Act reporting obligations go live 11 Sept 2026 (24h ENISA notification, 10-yr documentation), stacking on DORA and California SB 53's 15-day"
enterprise_knowledge__tribal_knowledge_capture,Retiring-expert knowledge capture for industry,"Search, Knowledge & Research",Enterprise search & knowledge,"Voice/video interview + ambient capture that turns retiring technicians' and engineers' tribal knowledge (troubleshooting heuristics, machine quirks, vendor lor",5.99,5,8,7,5,6,8,7,0.45,5,25,Voice crossed threshold; Training-data trade,"Cheap multimodal voice/video models (2025-26) make structured elicitation at scale viable, and labs paying HVAC firms $150k for process data (The Information, J"
research_agents__ai_expert_interview_agents,AI-led expert interview and synthesis agents,"Search, Knowledge & Research",Deep research & analyst agents,"Voice agents that recruit, interview and synthesize insights from experts and customers at scale — compressing the expert-network call and qualitative-research ",5.99,5,7,5,7,6,8,7,0.45,8,20,Voice crossed threshold,"Voice models hit human-grade turn-taking at commodity cost in Jan-Aug 2026 (f1 Shift 8), making unscripted hour-long AI-moderated expert interviews viable for t"
