niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
services_as_software__ai_customs_brokerage,AI 報關行，服務中型進口商,AI 原生商業模式,服務即軟體公司,6.07,6,8,7,5,7,8,8,0.5,12,40,關稅與生產回流,"2026 年 2 月美國最高法院以 6-3 判決 IEEPA 關稅無效，在 330,000+ 家進口商之間創造出約 $166B 的退稅池，退稅程序自 2026 年 4 月開放，再加上有效關稅稅率擺盪 2"
b2a_agent_economy__agent_spend_policy_engine,AI 代理機隊支出管控政策引擎,AI 原生商業模式,B2A 與代理經濟,6.07,4,9,6,7,6,9,9,0.6,2.0,40,代理支付軌道成形; AI 科學家登場,Google AP2 v0.2 新增「Human Not Present」自主支付（隨 FIDO Alliance 捐贈於 2026 年 4 月 28 日宣布），Mastercard 也共同開發 Verifiable I
agent_identity_payments__b2a_storefront_tooling,B2A 店面：讓 API 可被代理購買,AI 代理基礎設施,代理身分與支付,6.04,2,9,7,8,5,8,8,0.5,0.3,15,MCP 標準化; 代理支付軌道成形,MCP 走向無狀態（2026 年 7 月 28 日）讓伺服器能像網路基礎設施一樣部署，但依 2026 年 8 月 22 日的 MCP 藍圖，協定仍未納入支付 — 代理可消費服務的變現層
pricing_revops__agent_payment_metering,代理付款的 x402 商家工具,銷售、行銷與客服,定價、營收維運與變現,6.04,1,9,7,8,5,8,10,0.5,0.05,8,MCP 標準化; 代理支付軌道成形,x402 Foundation 在 Linux Foundation 之下成立，並獲 AWS／Cloudflare／Stripe／Vercel 支援；更新版 MCP 規格（2026 年 7 月 28 日）也讓無狀態 MC
defense_ai__eu_safe_procurement_copilot,歐盟中小企業國防標案輔助工具,國防、太空與政府,國防與國安 AI,6.04,4,9,7,7,5,7,7,0.6,2.5,20,,SAFE 的 €150B 聯合採購貸款已於 2025 年底分配，首批各國支出計畫於 2026 年落地，把數以千計從未投過國防標的中小企業拉向標案（ReArm Europe 於 2025-03-04 宣布
construction__inspection_readiness,工班的驗收準備與法規符合輔助工具,垂直產業（建築與商業）,營建與工程,6.04,4,7,7,7,5,9,7,0.5,2.5,15,,多模態模型在 2025-26 年對細粒度照片推理已趨可靠，而以學徒為主的勞動力（2024-34 年 81k 個電匠職缺，O*NET）尚未具備所需的法規判斷力——f
retail_hospitality__agentic_commerce_readiness,零售商家的 AI 代理就緒商店,垂直產業（建築與商業）,零售、餐飲與旅宿,6.04,4,8,6,8,4,8,8,0.45,3,15,代理支付軌道成形,代理支付軌道在 2026 年上線且四分五裂（依 f1 參考資料：Mastercard Agent Pay 進入 10 個以上市場、Visa TAP 於 2026 年 4 月預覽、Stripe MPP 於 2026 年 3
ai_native_entertainment__generative_world_games,生成式世界遊戲工作室（世界模型原生）,創意與娛樂,AI 原生娛樂與 IP,6.02,7,7,6,6,5,9,8,0.5,20.0,50,,世界模型在過去約 7 個月成為 API——World Labs 於 2026 年 1 月 21 日推出公開的 World API、4 月 14 日推出 Spark 2.0 網頁串流，NVIDIA 也開源了 SANA-WM
devops_sre__incident_reg_reporting,事故轉監管申報的自動化管線,軟體開發與開發者工具,DevOps 與事故處理,5.99,3,10,7,6,6,6,9,0.5,1.5,20,關稅與生產回流,歐盟《網路韌性法案》通報義務於 2026 年 9 月 11 日上路（24 小時 ENISA 通報、10 年文件保存），疊加在 DORA 與加州 SB 53 的 15 天 Cal OES 時限之上——申報義務只剩幾週
enterprise_knowledge__tribal_knowledge_capture,工業退休專家知識萃取,搜尋、知識與研究,企業搜尋與知識管理,5.99,5,8,7,5,6,8,7,0.45,5,25,語音跨過可用門檻; 訓練資料交易市場,便宜的多模態語音／影片模型（2025-26）讓大規模結構化知識萃取變得可行；而各實驗室付給空調公司 $150k 取得流程資料（The Information，2026 年 7 月 29 日）證明未數位化的技術工班知識
research_agents__ai_expert_interview_agents,AI 主導的專家訪談與洞察合成代理,搜尋、知識與研究,深度研究與分析代理,5.99,5,7,5,7,6,8,7,0.45,8,20,語音跨過可用門檻,語音模型在 2026 年 1-8 月以商品化成本達到人類等級的輪替對話能力（f1 Shift 8），使無腳本、長達一小時的 AI 主持專家訪談，在最近約 12 個月內首度可行。
learning_upskilling__vertical_roleplay_sims,非科技第一線產業的 AI 對話模擬,人才、人資與工作,企業訓練與技能升級,5.99,7,7,4,8,5,7,5,0.65,24.4,10,語音跨過可用門檻,即時語音模型（2024-25）讓可信的模擬客戶便宜到足以支撐 $30k 的年約金額；科技業銷售模擬已證明此類別可行（Hyperbound A 輪，2025 年 9 月），而其他垂直產業仍無人服務
vertical_ops_other__hoa_sfr_property_ops_agents,HOA 與獨棟出租物管的營運代理,營運與後台自動化,跨產業後台作業,5.99,9,5,4,7,5,7,5,0.6,139.9,20,語音跨過可用門檻,2024-25 年的語音＋email 代理讓 24/7 住戶溝通變得可靠，但拿到資金的玩家都集中在多戶住宅的租賃，截至 2026 年 HOA/SFR 的後台作業仍是空白。
drones_aerial__part108_bvlos_compliance_ops,Part 108 BVLOS 法遵與維運軟體,機器人與實體 AI,無人機與空中自主,5.99,3,9,7,7,6,6,8,0.55,1.0,15,,FAA Part 108 超視距法規 NPRM 於 2025 年 8 月依 2025 年 6 月無人機行政命令公布，預計約 2026 年定案——為每一家具規模的業者新增一條強制性法遵預算
physical_world_os__scan_to_sim_twins,維運用掃描轉模擬數位孿生,機器人與實體 AI,實體世界營運系統,5.99,3,8,8,6,5,8,9,0.45,2,20,機器人基礎模型問世,World Labs 推出公開 World API（2026-01-21）與由真實掃描生成的 R2S2R 機器人訓練世界（2026-07-28），使新創規模的掃描轉模擬服務首次成為可能。
learning_consumer__primer_early_literacy_numeracy,4-8 歲語音優先 AI 家教,消費者 AI,個人學習與技能,5.97,7,8,4,7,6,8,7,0.6,30,45,語音跨過可用門檻,次秒級的對話輪替在 2026 年成為常規商品（Tavus Sparrow-1 於 2026 年 1 月 GA，延遲 55ms；GPT-Live 於 2026 年 7 月 8 日），Ello 也在 2026 年 7 月發表
ai_rollups__holdco_shared_services_os,多實體控股代理式共享服務 OS,AI 原生商業模式,AI 併購整合與收購,5.97,7,8,5,6,7,8,6,0.55,25.0,40,,併購整合的資金到位速度快過營運系統：2026 年的基金（Thrive $1B、Beacon $225M、Generation Tech Partners 的 €50M AI 併購整合基金，2026 年 6 月 10 日）
b2a_agent_economy__agent_service_trust_layer,代理採購服務的信譽驗證與履約保管,AI 原生商業模式,B2A 與代理經濟,5.97,2,9,8,6,8,7,10,0.5,0.3,30,MCP 標準化; AI 科學家登場,有兩件事發生在過去一個月內：MCP 路線圖（2026 年 8 月 22 日）點名工具發現會隨型錄變大而劣化是個未解問題，而 x402 Bazaar 調查（2026 年 7 月 28 日）顯示只有 3.5% 的
code_quality__safety_critical_cert_evidence,安全關鍵軟體規格到測試認證證據,軟體開發與開發者工具,程式碼審查與測試,5.94,5,8,7,4,7,8,7,0.4,8,40,,前沿模型在 2026 年年中跨過驗證門檻（Opus 5 宣稱的優勢，2026 年 7 月），同時歐盟《網路韌性法案》通報義務於 2026 年 9 月生效，而 ReArm Europe／NATO 5% 也讓國防軟體預
agent_identity_payments__agent_spend_policy_engine,代理支付政策與支出控管引擎,AI 代理基礎設施,代理身分與支付,5.94,2,9,6,7,6,8,9,0.5,0.4,25,代理支付軌道成形,AP2 v0.2 的「人不在場」自主支付，加上 2026 年 4 月 28 日把 AP2 捐給 FIDO Alliance，讓預先授權的代理支出成真，而目前沒有任何協定內建預算／政策控管
support_cx__ai_agent_qa_resolution_audit,AI 客服機隊的品質與解案稽核,銷售、行銷與客服,客服與顧客體驗,5.94,4,9,5,8,5,6,8,0.5,3,15,,按成果計價於 2026 年 6 月正式制度化（Salesforce 推出按解案計價、Deloitte 發布代理式按成果計價的會計指引），Intercom 亦於 2026 年 5 月推出 Fin Operator——
support_cx__outcome_priced_smb_support_ops,中小品牌按成果計價 AI 客服維運,銷售、行銷與客服,客服與顧客體驗,5.94,7,7,4,8,4,8,5,0.55,31,20,,按解案計價於 2026 年中成為制度化的定價常規（Salesforce 2026 年 6 月；Deloitte 2026 年 6 月指引），讓極小的團隊得以用低於按席次 BPO 的價格搶市，且模型毛利會隨時間持續
rcm_prior_auth__denial_appeal_agents_smb,小型帳務團隊的拒賠申訴代理,醫療與健康照護,營收循環、帳務與事前授權,5.94,7,7,5,7,5,7,5,0.6,20,25,,2024-25 年的 LLM 讓帶政策引註的申訴草擬變得可靠，而加州 SB 1120（2025 年 1 月生效，其他州正在跟進複製）給了醫療提供者一個法定的「這筆拒賠有經醫師審查嗎？」施力點
ai_soc__cra_psirt,歐盟 CRA 的 AI 產品資安應變包,資安、詐防與信任,AI 資安維運,5.94,3,10,7,6,5,7,9,0.55,2,20,,"CRA 的通報義務（24 小時內向 ENISA 通報事件）將於 2026 年 9 月 11 日生效——不到三週——2027 年 12 月全面適用，罰則最高達 1,500 萬歐元或營業額的 2.5%；多數受影響"
space_ai__space_regulatory_copilot,太空執照與出口管制 AI,國防、太空與政府,太空任務 AI,5.94,3,8,8,6,6,8,7,0.45,1.2,25,,2025-26 年的長脈絡模型能處理完整的執照案卷，而創紀錄的星系申請案與 TraCSS 時代的註冊義務（2026 年初）淹沒了規模極小的太空法律圈；AINS 式的服務交付已成為
construction__interconnection_paperwork,電網併聯與送電文件自動化,垂直產業（建築與商業）,營建與工程,5.94,4,9,7,5,7,7,7,0.4,3,25,,資料中心用電量預估將從 176 TWh（2023）躍升至 2028 年的 325-580 TWh（LBNL/DOE，2024 年 12 月），而到 2025-26 年，關鍵路徑已變成併聯文件而非營建人力；f2
fintech_banking__agent_payment_mandate_risk,發卡機構的代理支付授權驗證,垂直產業（建築與商業）,銀行、放貸與財富管理,5.94,3,9,7,5,7,8,8,0.5,1,30,代理支付軌道成形,Google 於 2026 年 4 月 28 日將 AP2 捐贈給 FIDO Alliance，Visa TAP 開發者預覽也於 2026 年 4 月 8 日推出，Mastercard Agent Pay 更已上線——可
consumer_health__glp1_offramp_coach,GLP-1 停藥過渡與維持教練,消費者 AI,個人健康與教練,5.92,7,8,4,8,5,7,7,0.5,20,25,,GLP-1 已進入大眾市場，而停藥後一年內有 50-70% 的減重會復胖，且 48.6% 的中止用藥由費用驅動，因此 2026 年是第一個有大量族群正在停藥的年份
services_as_software__ai_debt_recovery_law_firm,大量債權回收 AI 法律事務所,AI 原生商業模式,服務即軟體公司,5.92,7,7,6,5,7,8,7,0.6,25,60,,Garfield 成為第一家受 SRA 監理的 AI 法律事務所，並於 2026 年 6 月以受監理 AI 律師身分贏得首場法庭審理，證明監理機關會允許 AI 經營的事務所進行訴訟；亞利桑那州的 ABS 制度開放
datacenter_energy_hw__commissioning_qaqc,資料中心建置的 AI 測試驗證與電氣品管,AI 硬體與裝置,資料中心與能源基礎設施,5.92,5,9,7,6,6,8,7,0.5,9.0,40,,"這波建置現在受制於人力而不是晶片——WSJ 報導美國資料中心工程「進度嚴重落後」（2026 年 6 月 3 日），並指出約短缺 130,000 名電氣技師（6 月 22 日"
compliance_grc__us_state_ai_patchwork,美國各州 AI 法規法遵一站式方案,財務、法務與法遵,法遵、GRC 與 AI 治理,5.89,3,9,6,7,5,7,9,0.55,1.5,12,歐盟《AI 法案》上路; 美國各州 AI 立法,科羅拉多的高風險 AI 法於 2026 年 6 月 30 日生效、德州 TRAIGA 於 2026 年 1 月 1 日生效，使各州拼圖今年開始具強制力；美國商會亦點名破碎的州級 AI 規範是中小企業採用
learning_upskilling__ai_adoption_enablement,中型市場 AI 導入賦能平台,人才、人資與工作,企業訓練與技能升級,5.89,7,9,3,8,4,7,5,0.6,20,15,,2024-2026 年企業 AI 預算暴增，但「AI 導入有 95% 的失敗率」（NANDA 統計，Forbes 2026 年 7 月）——支出與能力之間的落差就是產品。
future_of_work__licensed_oversight_networks,AI 決策的持照專業簽核網絡,人才、人資與工作,AI 時代工作平台,5.89,4,9,6,5,7,8,7,0.55,3,25,歐盟《AI 法案》上路; 美國各州 AI 立法,歐盟《AI 法案》(EU AI Act) 高風險規範（第 14 條人為監督）已於 2026 年 8 月 2 日上路，而加州 SB 1120／科羅拉多州 SB 24-205 早已強制要求對 AI 否准與重大決策進行人工複核
logistics_freight__hts_classification_landed_cost,HTS 稅則分類與到岸成本輔助工具,垂直產業（建築與商業）,物流與貨運,5.89,6,8,4,7,5,8,6,0.6,10,15,關稅與生產回流,美國實際關稅稅率在 2024 年 1 月至 2026 年 7 月間由 2.5%→27%→12.1% 劇烈擺盪，且稅率每週變動，使分類與到岸成本成為經常性的損益事件；大型語言模型也已可靠到足以提供指引
coding_agents__enterprise_platform_agents,封閉企業平台專用程式碼代理,軟體開發與開發者工具,程式代理與 AI IDE,5.84,7,7,6,5,6,6,6,0.45,30,25,軟體開發成本降十倍; 訓練資料交易市場,2025-26 年的代理框架（Claude Code 等級）讓具備 org 感知的代理得以建構，而前沿模型的訓練資料對 ABAP／Apex 覆蓋仍不足，留下通用工具尚未補上的品質落差
devops_sre__agent_token_finops,代理機隊的 token 支出 FinOps,軟體開發與開發者工具,DevOps 與事故處理,5.84,4,9,5,8,5,5,8,0.5,3,15,,《State of FinOps 2026》把「FinOps for AI」列為第一優先的前瞻議題（98% 的組織在管理 AI 支出，兩年前僅 31%），而代理密集的團隊回報成本暴增 230%（Every，2026 年 
legacy_modernization__parallel_run_verification,AI 遷移的平行執行等價性驗證,軟體開發與開發者工具,老舊系統現代化,5.84,2,8,7,6,7,9,7,0.5,0.8,20,,2025-26 年的代理式編碼浪潮讓產生新程式碼變得便宜（Stripe 50M 行遷移，2026 年 6 月；Gartner 新設的 AI 增強程式碼現代化魔力象限，2026 年 8 月），把瓶頸與預算轉移到
agent_orchestration__long_horizon_project_harness,月級尺度代理專案框架,AI 代理基礎設施,代理編排與多代理系統,5.84,3,9,7,6,5,8,8,0.45,1.0,20,長時程代理成熟,Fable 5（2026 年 6 月）顯示以檔案為基礎的持久記憶能讓長任務表現提升 3 倍，Cowork（2026 年 1 月）把日級自主產品化，但 2026 年 7 月的證據顯示週級的無監督工作仍會失敗
tool_integration__mcp_tool_discovery_curation,MCP 工具發現與目錄策展層,AI 代理基礎設施,工具整合與 MCP 生態,5.84,1,9,8,7,6,6,9,0.45,0.3,10,MCP 標準化; AI 科學家登場,MCP 官方路線圖（2026 年 8 月 22 日）明白點出目錄規模擴大後工具選擇品質下降、伺服器發現機制未完成等未解問題，而 10k+ 個正式環境伺服器早已存在——痛點有明確文件可循
tool_integration__legacy_system_mcp_bridges,老舊地端系統的 MCP 橋接,AI 代理基礎設施,工具整合與 MCP 生態,5.84,5,7,7,5,7,7,6,0.5,6,25,MCP 標準化; 軟體開發成本降十倍,2025-26 年的程式碼代理已能充分解析 COBOL／老舊程式碼庫，生成經驗證的介面規格（f2 需求變化中點名的切入點），時間點正好碰上 MCP 成為企業的標準介面
agent_hosting__mcp_server_hosting,無狀態 MCP 伺服器託管與通路 PaaS,AI 代理基礎設施,代理部署與託管,5.84,2,9,5,8,5,8,9,0.55,0.4,15,MCP 標準化,MCP 規格 2026-07-28 移除了連線階段與交握，首次讓伺服器變成無狀態、可透過 CDN／負載平衡器部署；2026 年 8 月 22 日的 MCP 路線圖明確列出發現機制、認證委派、
